sample_index,utc_time,utc_datetime,episode_number,step_number,ph_measured,acid_flow,acetate_flow,water_flow,elapsed_s,elapsed_min,elapsed_h,dt_s,session_id,trial_id,total_flow,valid_for_model,flow_ratio_acetate_acid,log10_flow_ratio_acetate_acid,trial_n_model_valid,trial_ph_min,trial_ph_max,trial_log10_ratio_min,trial_log10_ratio_max,trial_total_flow_min,trial_total_flow_max,trial_n_total,trial_ph_range,trial_log10_flow_ratio_range,trial_total_flow_range,uninformative_flat_ph_trial,valid_for_model_before_flat_trial_filter,acid_flow_in_bounds,acetate_flow_in_bounds,water_flow_in_bounds,acid_analytical_mol_l,acetate_analytical_mol_l,total_buffer_mol_l,sodium_mol_l,ph_equilibrium_charge_balance
10,2026-05-11T20:09:40.352Z,2026-05-11 20:09:40.352000+00:00,1,10,4.953369141,2.5687642097473145,5.994353771209717,1.7615255117416382,1412.545,23.542416666666668,0.39237361111111113,140.783,0,0,10.32464349269867,True,2.3335554693824436,0.3680181286668115,20,4.067340850830078,5.189899444580078,-0.6910578337543448,0.7390364804267001,10.32464349269867,24.666547298229737,20,1.12255859375,1.430094314181045,14.341903805531068,False,True,True,True,True,0.024879931317375564,0.0580586998035213,0.08293863112089686,0.0580586998035213,5.128203715134962
11,2026-05-11T20:12:01.263Z,2026-05-11 20:12:01.263000+00:00,1,11,4.251494407653809,6.424426078796387,2.2115581035614014,7.750305652618408,1553.456,25.890933333333333,0.43151555555555554,140.911,0,0,16.386289834976196,True,0.3442421278471206,-0.4631359824338476,20,4.067340850830078,5.189899444580078,-0.6910578337543448,0.7390364804267001,10.32464349269867,24.666547298229737,20,1.12255859375,1.430094314181045,14.341903805531068,False,True,True,True,True,0.03920610549121121,0.013496393178893227,0.05270249867010444,0.013496393178893227,4.299034116326978
12,2026-05-11T20:14:21.480Z,2026-05-11 20:14:21.480000+00:00,1,12,4.067340850830078,6.418696880340576,1.307341456413269,7.155996799468994,1693.673,28.227883333333335,0.47046472222222224,140.217,0,0,14.88203513622284,True,0.2036770828698023,-0.6910578337543448,20,4.067340850830078,5.189899444580078,-0.6910578337543448,0.7390364804267001,10.32464349269867,24.666547298229737,20,1.12255859375,1.430094314181045,14.341903805531068,False,True,True,True,True,0.043130504810578514,0.008784695402520606,0.051915200213099116,0.008784695402520606,4.0739421926136306
13,2026-05-11T20:16:42.488Z,2026-05-11 20:16:42.488000+00:00,1,13,5.113813400268555,2.360363245010376,9.187598228,8.145929336547852,1834.681,30.578016666666667,0.5096336111111112,141.008,0,0,19.693890809558226,True,3.8924509807640275,0.5902231520255815,20,4.067340850830078,5.189899444580078,-0.6910578337543448,0.7390364804267001,10.32464349269867,24.666547298229737,20,1.12255859375,1.430094314181045,14.341903805531068,False,True,True,True,True,0.011985256076797167,0.04665202177083715,0.05863727784763432,0.04665202177083715,5.350426320313486
14,2026-05-11T20:19:03.252Z,2026-05-11 20:19:03.252000+00:00,1,14,5.118224143981934,1.1490943431854248,6.300748825073242,8.297214508,1975.445,32.924083333333336,0.5487347222222223,140.764,0,0,15.747057676258667,True,5.483230217291667,0.7390364804267001,20,4.067340850830078,5.189899444580078,-0.6910578337543448,0.7390364804267001,10.32464349269867,24.666547298229737,20,1.12255859375,1.430094314181045,14.341903805531068,False,True,True,True,True,0.007297200320272387,0.04001222929774798,0.04730942961802037,0.04001222929774798,5.499259214698434
15,2026-05-11T20:21:23.783Z,2026-05-11 20:21:23.783000+00:00,1,15,4.189741134643555,9.768297195,2.7110466957092285,5.772246837615967,2115.976,35.26626666666667,0.5877711111111111,140.531,0,0,18.251590728325198,True,0.2775352389049859,-0.5566818662697477,20,4.067340850830078,5.189899444580078,-0.6910578337543448,0.7390364804267001,10.32464349269867,24.666547298229737,20,1.12255859375,1.430094314181045,14.341903805531068,False,True,True,True,True,0.05352025114085143,0.014853755686631047,0.06837400682748249,0.014853755686631047,4.205640991120131
16,2026-05-11T20:23:44.271Z,2026-05-11 20:23:44.271000+00:00,1,16,4.790167808532715,2.717064380645752,4.586766242980957,8.125826835632324,2256.464,37.607733333333336,0.6267955555555556,140.488,0,0,15.429657459259033,True,1.6881330731997015,0.22740667847351673,20,4.067340850830078,5.189899444580078,-0.6910578337543448,0.7390364804267001,10.32464349269867,24.666547298229737,20,1.12255859375,1.430094314181045,14.341903805531068,False,True,True,True,True,0.017609362928632584,0.029726947957801418,0.047336310886434,0.029726947957801418,4.987810590406428
17,2026-05-11T20:26:05.085Z,2026-05-11 20:26:05.085000+00:00,1,17,4.327580451965332,6.713934421539307,2.7263143062591557,4.685109615325928,2397.278,39.95463333333333,0.6659105555555555,140.814,0,0,14.12535834312439,True,0.40606805713096206,-0.3914011724340739,20,4.067340850830078,5.189899444580078,-0.6910578337543448,0.7390364804267001,10.32464349269867,24.666547298229737,20,1.12255859375,1.430094314181045,14.341903805531068,False,True,True,True,True,0.047531073254558236,0.019300850569827898,0.06683192382438613,0.019300850569827898,4.369947726639729
18,2026-05-11T20:28:25.695Z,2026-05-11 20:28:25.695000+00:00,1,18,4.789616584777832,6.364859580993652,8.544281005859375,3.0984294414520264,2537.888,42.29813333333333,0.7049688888888889,140.61,0,0,18.007570028305054,True,1.3424146907142736,0.12788669621200424,20,4.067340850830078,5.189899444580078,-0.6910578337543448,0.7390364804267001,10.32464349269867,24.666547298229737,20,1.12255859375,1.430094314181045,14.341903805531068,False,True,True,True,True,0.03534546621775786,0.04744827310086323,0.08279373931862108,0.04744827310086323,4.888164053903471
19,2026-05-11T20:30:46.486Z,2026-05-11 20:30:46.486000+00:00,1,19,5.087900161743164,2.196958541870117,7.608425140380859,5.5309882164001465,2678.679,44.64465,0.7440775,140.791,0,0,15.336371898651123,True,3.463162820498351,0.5394729103717786,20,4.067340850830078,5.189899444580078,-0.6910578337543448,0.7390364804267001,10.32464349269867,24.666547298229737,20,1.12255859375,1.430094314181045,14.341903805531068,False,True,True,True,True,0.014325151713772317,0.049610332813134525,0.06393548452690684,0.049610332813134525,5.29966882536137
20,2026-05-12T13:21:36.495Z,2026-05-12 13:21:36.495000+00:00,1,0,4.8419952392578125,8.163414001464844,7.909221172332764,2.349125385284424,63328.688,1055.4781333333333,17.59130222222222,60650.009,1,1,18.42176055908203,True,0.9688619456165684,-0.013738101719457671,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.04431397300645206,0.04293412210503124,0.08724809511148329,0.04293412210503124,4.746618817005707
21,2026-05-12T13:24:00.581Z,2026-05-12 13:24:00.581000+00:00,1,1,4.887206077575684,3.049386978149414,4.935805320739746,2.1768593788146973,63472.774,1057.8795666666667,17.63132611111111,144.086,1,1,10.162051677703857,True,1.6186221545863442,0.20914548042126263,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.0300075917232339,0.048570952769008205,0.07857854449224211,0.048570952769008205,4.969396712870982
22,2026-05-12T13:26:21.283Z,2026-05-12 13:26:21.283000+00:00,1,2,5.218570709228516,1.0759644508361816,6.213901519775391,4.809741020202637,63613.476,1060.2246,17.67041,140.702,1,1,12.099606990814209,True,5.775192214711444,0.7615664433519425,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.008892557019852244,0.051356226069928276,0.06024878308978052,0.051356226069928276,5.5217386277216995
23,2026-05-12T13:28:42.658Z,2026-05-12 13:28:42.658000+00:00,1,3,4.871767997741699,6.396834850311279,8.592846870422363,6.241216659545898,63754.851,1062.58085,17.709680833333334,141.375,1,1,21.23089838027954,True,1.34329665709663,0.1281719339738082,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.03012983593879862,0.04047330789545809,0.07060314383425671,0.04047330789545809,4.888496968395388
24,2026-05-12T13:31:01.831Z,2026-05-12 13:31:01.831000+00:00,1,4,4.835929870605469,1.7671830654144287,3.2878217697143555,8.654005051,63894.024,1064.9004,17.74834,139.173,1,1,13.709009886128785,True,1.8604873677551432,0.26962672561642953,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.012890668838181532,0.02398292653535161,0.036873595373533144,0.02398292653535161,5.030110045845827
25,2026-05-12T13:33:20.143Z,2026-05-12 13:33:20.143000+00:00,1,5,4.692578315734863,9.40855312347412,8.54344368,4.960746765136719,64032.336,1067.2056,17.78676,138.312,1,1,22.912743568610836,True,0.9080507457288314,-0.04188988058222415,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.04106253402304605,0.037286864641142475,0.07834939866418852,0.037286864641142475,4.718534994381752
26,2026-05-12T13:35:41.312Z,2026-05-12 13:35:41.312000+00:00,1,6,4.618144989013672,4.251001358032227,3.6455094814300537,8.510936737060547,64173.505,1069.5584166666665,17.82597361111111,141.169,1,1,16.407447576522827,True,0.8575648828109401,-0.06673301159917358,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.025908974191177193,0.02221862641600854,0.04812760060718573,0.02221862641600854,4.69400145298998
27,2026-05-12T13:38:03.077Z,2026-05-12 13:38:03.077000+00:00,1,7,4.325926780700684,8.786769867,3.122873544692993,5.473313808441162,64315.27,1071.9211666666665,17.865352777777776,141.765,1,1,17.382957220134156,True,0.3554063201793189,-0.4492748534170505,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.050548187835511384,0.01796514543035211,0.0685133332658635,0.01796514543035211,4.3123200056608075
28,2026-05-12T13:40:24.077Z,2026-05-12 13:40:24.077000+00:00,1,8,4.607117652893066,6.329463005065918,5.166192054748535,6.474543571472168,64456.27,1074.2711666666667,17.904519444444443,141.0,1,1,17.97019863128662,True,0.8162133265671456,-0.08819631864468198,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.03522199801423533,0.028748664167540416,0.06397066218177574,0.028748664167540416,4.672386994036578
29,2026-05-12T13:42:45.457Z,2026-05-12 13:42:45.457000+00:00,1,9,5.171705246,1.5641522407531738,7.235342502593994,7.955297470092773,64597.65,1076.6275,17.943791666666666,141.38,1,1,16.75479221343994,True,4.625727799430838,0.6651800731636816,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.009335551410171958,0.04318371968104819,0.05251927109122015,0.04318371968104819,5.425392403284964
30,2026-05-12T13:45:06.960Z,2026-05-12 13:45:06.960000+00:00,1,10,4.368380546569824,3.3075551986694336,1.660105586051941,7.472054481506348,64739.153,1078.9858833333333,17.983098055555555,141.503,1,1,12.439715266227722,True,0.5019131915681315,-0.2993713897932175,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.026588672874603765,0.013345205662053381,0.03993387853665715,0.013345205662053381,4.462313253920476
31,2026-05-12T13:47:27.965Z,2026-05-12 13:47:27.965000+00:00,1,11,4.169893264770508,7.915419578552246,1.7931630611419678,2.0687265396118164,64880.158,1081.3359666666668,18.02226611111111,141.005,1,1,11.77730917930603,True,0.2265404939493988,-0.6448541568877426,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.06720906667255089,0.015225575161877756,0.08243464183442864,0.015225575161877756,4.117808068540203
32,2026-05-12T13:49:51.054Z,2026-05-12 13:49:51.054000+00:00,1,12,4.016615867614746,9.095129967,1.406910419464111,2.13208556175232,65023.247,1083.7207833333334,18.062013055555557,143.089,1,1,12.63412594821643,True,0.15468832491331358,-0.8105424633986531,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.07198859663326347,0.011135795426059731,0.0831243920593232,0.011135795426059731,3.9544379735716753
33,2026-05-12T13:52:13.493Z,2026-05-12 13:52:13.493000+00:00,1,13,4.113655090332031,6.596598148345947,1.4997410774230957,9.336196899414062,65165.686,1086.0947666666666,18.101579444444443,142.439,1,1,17.432536125183105,True,0.22735068041080322,-0.6433037417086417,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.0378407255317055,0.008603114696871698,0.0464438402285772,0.008603114696871698,4.121365677812501
34,2026-05-12T13:54:35.522Z,2026-05-12 13:54:35.522000+00:00,1,14,5.025596618652344,2.5937695503234863,8.060962677001953,4.796279430389404,65307.715,1088.4619166666666,18.141031944444443,142.029,1,1,15.451011657714844,True,3.107817607002371,0.49245552280687366,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.01678705322203541,0.05217109957312753,0.06895815279516294,0.05217109957312753,5.252646582879389
35,2026-05-12T13:56:57.013Z,2026-05-12 13:56:57.013000+00:00,1,15,5.144688606262207,2.6386256217956543,9.893185616,1.616839886,65449.206,1090.8201,18.180335,141.491,1,1,14.148651123795654,True,3.7493707080989482,0.573958382145338,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.018649308677616126,0.06992317168214944,0.08857248035976556,0.06992317168214944,5.3340950575185335
36,2026-05-12T13:59:18.578Z,2026-05-12 13:59:18.578000+00:00,1,16,5.101132392883301,2.3411550521850586,8.106987953186035,2.909078836,65590.771,1093.1795166666666,18.21965861111111,141.565,1,1,13.357221841371093,True,3.4628154788891834,0.5394293501589674,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.017527260383845986,0.06069366855970305,0.07822092894354904,0.06069366855970305,5.2995895022692245
37,2026-05-12T14:01:39.706Z,2026-05-12 14:01:39.706000+00:00,1,17,4.335300445556641,9.832083702087402,3.861116647720337,9.266672134399414,65731.899,1095.5316500000001,18.258860833333337,141.128,1,1,22.959872484207153,True,0.39270583578337537,-0.4059326448724748,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.042822902038547286,0.016816803535717323,0.05963970557426461,0.016816803535717323,4.355651887108808
38,2026-05-12T14:04:01.828Z,2026-05-12 14:04:01.828000+00:00,1,18,4.927454948425293,5.234331607818604,9.27167510986328,1.112860918045044,65874.021,1097.90035,18.298339166666665,142.122,1,1,15.618867635726929,True,1.7713197795902023,0.24829697224298283,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.033512875132160565,0.05936201859253262,0.09287489372469318,0.05936201859253262,5.008495787175126
39,2026-05-12T14:06:23.735Z,2026-05-12 14:06:23.735000+00:00,1,19,5.037725448608398,2.7481374740600586,8.593023300170898,9.474826813,66015.928,1100.2654666666667,18.337757777777778,141.907,1,1,20.815987587230957,True,3.1268535076142645,0.49510753512043454,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.013202051848579284,0.041280882130435514,0.0544829339790148,0.041280882130435514,5.255348687036941
40,2026-05-12T14:08:45.405Z,2026-05-12 14:08:45.405000+00:00,1,20,4.972665786743164,2.798015594482422,7.081581592559815,7.36138105392456,66157.598,1102.6266333333333,18.377110555555554,141.67,1,1,17.240978240966797,True,2.5309299942875296,0.4032801327066147,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.016228867964312922,0.04107412870421158,0.0573029966685245,0.04107412870421158,5.163536304753556
41,2026-05-12T14:11:06.405Z,2026-05-12 14:11:06.405000+00:00,1,21,4.567420006,3.407503128051758,3.0750389099121094,2.7852180004119877,66298.598,1104.9766333333332,18.41627722222222,141.0,1,1,9.267760038375854,True,0.9024317203401263,-0.044585647706293106,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.036767278327686524,0.03317995823347839,0.06994723656116492,0.03317995823347839,4.715893313351654
42,2026-05-12T14:13:28.000Z,2026-05-12 14:13:28+00:00,1,22,4.763151168823242,1.8840086460113523,3.156545162200928,1.175512194633484,66440.193,1107.33655,18.455609166666665,141.595,1,1,6.216066002845764,True,1.6754409109977662,0.22412911585966586,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.030308697577355815,0.05078043188016081,0.08108912945751663,0.05078043188016081,4.9843663243210745
43,2026-05-12T14:15:48.903Z,2026-05-12 14:15:48.903000+00:00,1,23,4.567420006,7.6740570068359375,5.443904876708984,9.056580543518066,66581.096,1109.6849333333334,18.49474888888889,140.903,1,1,22.17454242706299,True,0.7093907266859802,-0.14911449302143553,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.034607510085394644,0.024550246728270497,0.05915775681366514,0.024550246728270497,4.611624899203194
44,2026-05-12T14:18:10.664Z,2026-05-12 14:18:10.664000+00:00,1,24,4.65343189239502,9.119361877441406,8.345041275024414,9.212096214294434,66722.857,1112.0476166666667,18.534126944444445,141.761,1,1,26.676499366760254,True,0.9150904840905117,-0.038535960798780605,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.03418500213264269,0.03128237015019517,0.06546737228283786,0.03128237015019517,4.7219683315987755
45,2026-05-12T14:20:31.995Z,2026-05-12 14:20:31.995000+00:00,1,25,4.345775604248047,9.048858642578123,3.539415121078491,3.339630603790283,66864.188,1114.4031333333332,18.573385555555554,141.331,1,1,15.927904367446898,True,0.3911449234519229,-0.40766230195412934,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.056811357186900134,0.022221473958069903,0.07903283114497003,0.022221473958069903,4.353541560318699
46,2026-05-12T14:22:53.376Z,2026-05-12 14:22:53.376000+00:00,1,26,4.328131675720215,3.804446220397949,1.855440974235535,9.726368904,67005.569,1116.7594833333335,18.61265805555556,141.381,1,1,15.386256098633483,True,0.48770329944142404,-0.31184430628180515,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.024726263465326293,0.012059080274897572,0.036785343740223866,0.012059080274897572,4.450055028487928
47,2026-05-12T14:25:14.335Z,2026-05-12 14:25:14.335000+00:00,1,27,4.867908477783203,4.621294021606445,7.777799606323242,4.400923728942871,67146.528,1119.1088000000002,18.651813333333337,140.959,1,1,16.80001735687256,True,1.6830350049053011,0.22609314882140638,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.027507674090086368,0.04629637839714194,0.07380405248722831,0.04629637839714194,4.986352874530159
48,2026-05-12T14:27:35.593Z,2026-05-12 14:27:35.593000+00:00,1,28,4.827108383178711,2.9393019676208496,5.055250644683838,6.315067291259766,67287.786,1121.4631,18.691051666666667,141.258,1,1,14.309619903564453,True,1.7198813529103627,0.23549848786474636,30,4.016615867614746,5.218570709228516,-0.8105424633986531,0.7615664433519425,6.216066002845764,26.676499366760254,30,1.2019548416137695,1.5721089067505956,20.46043336391449,False,True,True,True,True,0.020540741035956413,0.035327637482702116,0.05586837851865853,0.035327637482702116,4.995836074936932
